;MotionId;Type;XVec;YVec;VecModule;Duration;Distance;AvrgSpeed;AvrgSize;XStart;YStart;XEnd;YEnd
1682;1682;DU;85.88070678710938;-527.5878295898438;534.5319576316981;261;562.6691093313847;2.1558203422658417;0.1821267008781433;493.3148498535156;869.2833862304688;579.195556640625;341.695556640625
1683;1683;DU;103.85577392578125;-536.5807800292969;546.5390702178314;313;588.013686519593;1.878637976100936;0.17510121903921427;487.32318115234375;863.2880249023438;591.178955078125;326.7072448730469
1684;1684;DU;89.11154174804688;-477.79132080078125;486.0302594543564;224;504.1237074772529;2.2505522655234502;0.18717949092388153;489.0854187011719;809.4946899414062;578.1969604492188;331.703369140625
1685;1685;DU;89.94509887695312;-516.8761596679688;524.643769852547;252;543.9697388164816;2.158610074668578;0.17067308165133;497.3092956542969;825.3177490234375;587.25439453125;308.44158935546875
1686;1686;DU;64.90985107421875;-541.576904296875;545.4528687561042;240;573.3858683624225;2.389107784843427;0.1754807736724615;510.291259765625;875.2786865234375;575.2011108398438;333.7017822265625
1687;1687;DU;76.30905151367188;-534.093505859375;539.5173253418972;272;569.4748161159705;2.093657412191068;0.17788461968302727;497.3092956542969;860.2904052734375;573.6183471679688;326.1968994140625
1688;1688;DU;67.17947387695312;-533.1820983886719;537.3976476991052;221;556.9272736996636;2.520032912668161;0.1717033013701439;500.3051452636719;860.2904052734375;567.484619140625;327.1083068847656
1689;1689;DU;59.91677856445324;-535.5815734863281;538.9226681181938;230;564.8688406237521;2.4559514809728356;0.17307692766189575;501.3037414550781;862.288818359375;561.2205200195314;326.7072448730469
1690;1690;DU;57.9195556640625;-554.5667114257812;557.5830990533412;205;576.7711728881804;2.8135179165277093;0.16895604878664017;505.2982177734375;863.2880249023438;563.2177734375;308.7213134765625
1691;1691;DU;49.930633544921875;-525.58935546875;527.955716654582;227;540.2548721152427;2.379977410199307;0.16794872283935547;507.2954406738281;857.292724609375;557.22607421875;331.703369140625
1692;1692;DU;60.91540527343756;-506.6042175292969;510.2533878555813;261;526.9910165492452;2.0191226687710544;0.16402715488391764;484.3273315429688;841.3052368164062;545.2427368164064;334.7010192871094
1693;1693;DU;72.89874267578125;-537.5800170898438;542.5002317585003;275;576.5580690686669;2.0965747966133343;0.17521368008520868;492.31622314453125;855.2943115234375;565.2149658203125;317.71429443359375
1694;1694;DU;34.417236328125114;-519.4468078613281;520.5857588849215;233;536.6961554453374;2.3034169761602463;0.1705128252506256;498.30792236328125;848.2997436523438;532.7251586914064;328.8529357910156
1695;1695;DU;24.655456542968864;-553.6105651855469;554.159317725871;234;570.0396972170851;2.4360670821242953;0.16483517097575323;518.2801513671875;884.2716674804688;542.9356079101564;330.6611022949219
1696;1696;DU;14.979217529296875;-509.60186767578125;509.8219694132791;252;528.475609786763;2.097125435661758;0.17307692766189575;504.2995910644531;876.2778930664062;519.27880859375;366.676025390625
1697;1697;DU;54.92370605468756;-530.5855102539062;533.4206568723972;230;550.804242128253;2.394801052731535;0.1656804783986165;495.3120727539063;859.2911987304688;550.2357788085939;328.7056884765625
1698;1698;DU;19.9722900390625;-572.5526733398438;572.9009130015471;241;596.4591843506886;2.4749343748991226;0.17187500465661287;528.2662963867189;896.2622680664062;548.2385864257814;323.7095947265625
1699;1699;DU;0.9985961914063637;-581.0460510253906;581.0469091274424;271;605.3977739595831;2.233940125312115;0.17533937096595764;521.2760009765625;895.2630615234375;522.2745971679689;314.2170104980469
1700;1700;DU;21.969482421875;-605.0272827148438;605.4260243722536;267;625.0104883049212;2.3408632520783565;0.16968326270580292;527.2677001953125;900.2591552734375;549.2371826171875;295.23187255859375
1701;1701;DU;23.966735839843864;-579.5472106933594;580.0425621014978;230;603.7045872163467;2.624802553114551;0.16410256922245026;518.2801513671875;882.273193359375;542.2468872070314;302.7259826660156
1702;1702;DU;15.977783203125;-543.5753173828125;543.81009113836;260;565.9901278678922;2.1768851071842006;0.17533937096595764;523.2732543945314;886.2700805664062;539.2510375976564;342.69476318359375
1703;1703;DU;36.948699951171875;-545.5737915039062;546.8235258326305;250;561.1281615262334;2.2445126461049334;0.17427885066717863;504.2995910644531;841.3052368164062;541.248291015625;295.7314453125
1704;1704;DU;26.8021240234375;-543.0655212402344;543.7265068139452;317;558.864452443348;1.7629793452471545;0.16442308202385902;514.2857055664064;880.2747802734375;541.0878295898439;337.2092590332031
1705;1705;DU;49.97531127929699;-497.2537536621094;499.75876907616174;224;508.56860119848733;2.2703955410646754;0.16153846681118011;500.2604675292969;812.9696044921875;550.2357788085939;315.7158508300781
1706;1706;DU;74.89599609375;-564.5588989257812;569.5051892539395;303;593.6280915319966;1.9591686189174804;0.1655982956290245;506.29681396484375;858.2919311523438;581.1928100585938;293.7330322265625
1707;1707;DU;66.74447631835938;-529.5610961914062;533.7506718669831;233;551.566586061467;2.367238566787412;0.1769230822722117;498.7299499511719;822.13134765625;565.4744262695312;292.57025146484375
1708;1708;DU;69.9029541015625;-546.572998046875;551.0249224727266;250;577.12578605914;2.30850314423656;0.1586538515985012;499.3065185546875;840.3060302734375;569.20947265625;293.7330322265625
1709;1709;DU;43.93896484375;-519.5940856933594;521.4486039093962;255;538.0141595484309;2.1098594492095333;0.15837104574722402;502.3023681640625;846.3013305664062;546.2413330078125;326.7072448730469
1710;1710;DU;88.14129638671875;-525.9338684082031;533.2685271676443;200;546.90342838076;2.7345171419038;0.17011834795658404;492.31622314453125;814.3262939453125;580.45751953125;288.3924255371094
1711;1711;DU;10.9847412109375;-410.67913818359375;410.82602044988647;241;417.4614021730305;1.732204988269836;0.16105769714340568;500.3051452636719;828.3153686523438;511.2898864746094;417.63623046875
1712;1712;DU;69.90292358398438;-526.588623046875;531.2080540127307;194;546.1194078439327;2.81504849404089;0.1656804783986165;500.3051452636719;831.3130493164062;570.2080688476562;304.72442626953125
1713;1713;DU;13.980590820312557;-464.6369934082031;464.847278751957;242;474.5837788766142;1.96108999535791;0.16346154361963272;509.2926635742188;843.3036499023438;523.2732543945314;378.6666564941406
1714;1714;DU;11.983367919921989;-447.6502685546875;447.81063413432696;157;454.2948173561484;2.8935975627780155;0.1538461595773697;500.3051452636719;818.3231811523438;512.2885131835939;370.67291259765625
1715;1715;DU;37.967376708984375;-471.0078430175781;472.5356175763193;200;480.58856862459953;2.4029428431229976;0.14903846755623817;496.3106994628906;804.3341064453125;534.278076171875;333.3262634277344
1716;1716;DU;61.91400146484369;-528.5870361328125;532.2007124619995;252;546.4289859098083;2.1683689917055884;0.1640271544456482;509.2926635742188;838.3075561523438;571.2066650390625;309.72052001953125
1717;1717;DU;28.959777832031364;-509.6018371582031;510.424040545796;198;520.0776920423186;2.6266550103147406;0.16124260884064895;505.2982177734375;848.2997436523438;534.2579956054689;338.6979064941406
1718;1718;DU;5.167694091796989;-465.6427001953125;465.6713747992334;216;475.7686781372942;2.20263276915414;0.16346154361963272;508.2940368652344;837.308349609375;513.4617309570314;371.6656494140625
1719;1719;DU;33.952880859375114;-504.60577392578125;505.74675994798775;224;513.3109809139353;2.2915668790800683;0.16025641560554504;506.29681396484375;841.3052368164062;540.2496948242189;336.699462890625
1720;1720;DU;12.681579589843693;-462.8863220214844;463.06000645215613;255;471.9529476885722;1.8507958732885184;0.1598557741381228;509.2926635742188;847.300537109375;521.9742431640625;384.4142150878906
1721;1721;DU;41.527954101562614;-536.7518615722656;538.3559527609535;243;552.3911651622656;2.2732146714496526;0.15384615904518537;506.29681396484375;853.2958374023438;547.8247680664064;316.5439758300781
1722;1722;DU;2.995819091796875;-493.6143493652344;493.62344031791525;241;503.60079544007925;2.0896298565978393;0.14663462108001113;507.2954406738281;847.300537109375;510.291259765625;353.6861877441406
1723;1723;DU;-0.99859619140625;-461.6393127441406;461.64039280075565;230;469.6183259062616;2.041818808288094;0.15128205716609955;508.2940368652344;839.3067626953125;507.2954406738281;377.6674499511719
1724;1724;DU;20.398986816406364;-471.3603820800781;471.80157742192125;266;479.49905868483637;1.8026280401685577;0.1493212729692459;502.3023681640625;836.3091430664062;522.7013549804689;364.9487609863281
1725;1725;DU;32.954284667968864;-582.5448913574219;583.4762508659696;240;595.1464792815927;2.4797769970066366;0.1418269290588796;529.264892578125;874.2794799804688;562.2191772460939;291.7345886230469
1726;1726;DU;-7.327606201171875;-508.8937683105469;508.94652099994556;250;519.2646293488092;2.077058517395237;0.14543269760906696;519.27880859375;862.288818359375;511.9512023925781;353.3950500488281
1727;1727;DU;32.932312011718864;-541.5219116210938;542.5223663041007;250;552.4666574367715;2.209866629747086;0.1430288515985012;510.291259765625;839.3067626953125;543.2235717773439;297.78485107421875
1728;1728;DU;8.987487792968864;-513.5987548828125;513.6773850910745;277;522.944293334227;1.8878855355026247;0.14423077553510666;516.282958984375;864.2872924804688;525.2704467773439;350.68853759765625
1729;1729;DU;38.94589233398449;-514.5979919433594;516.0696424338754;282;528.9341105040342;1.8756528741277807;0.15705128717753622;500.3051452636719;835.3099365234375;539.2510375976564;320.7119445800781
1730;1730;DU;26.962554931640625;-494.61358642578125;495.3479375604743;262;504.8949405861972;1.927079925901516;0.16586538963019848;503.3009948730469;828.3153686523438;530.2635498046875;333.7017822265625
1731;1731;DU;19.958801269531193;-509.5716247558594;509.9623461633643;234;521.0407622715494;2.2266699242373904;0.15796703845262527;509.2926635742188;835.3099365234375;529.25146484375;325.7383117675781
1732;1732;DU;0.0;-498.6104431152344;498.6104431152344;282;507.68120928464674;1.8002879761866906;0.14592760713661418;514.2857055664064;844.3028564453125;514.2857055664064;345.6924133300781
1733;1733;DU;20.970886230468693;-542.5761108398438;542.9812281500915;272;553.738510545531;2.035803347593864;0.15271493792533875;509.2926635742188;828.3153686523438;530.2635498046875;285.7392578125
1734;1734;DU;6.868103027343636;-546.3109741210938;546.3541445658965;219;557.7985636636745;2.547025404856961;0.15256410837173462;512.2885131835939;850.2982177734375;519.27880859375;303.7252197265625
1735;1735;DU;-6.078430175781307;-482.8296813964844;482.86794110898734;233;493.90905911211405;2.1197813695798886;0.15521978586912155;509.2926635742188;853.2958374023438;503.2142333984375;370.4661560058594
1736;1736;DU;37.17538452148449;-522.4850158691406;523.805881049551;255;532.662247233002;2.088871557776478;0.147836544085294;508.2940368652344;847.300537109375;545.4694213867189;324.8155212402344
1737;1737;DU;9.918151855468693;-468.4765319824219;468.5815091897089;292;479.0978526481254;1.6407460707127584;0.16194332508664383;509.2926635742188;852.296630859375;519.27880859375;383.6627502441406
1738;1738;DU;24.96530151367199;-525.58935546875;526.1819427362788;292;541.7707419162682;1.8553792531379047;0.15080972251139188;511.2898864746094;858.2919311523438;536.2551879882814;332.70257568359375
1739;1739;DU;35.950073242187614;-516.5963745117188;517.8457510927077;221;532.073532334765;2.407572544501199;0.16410256922245026;506.29681396484375;834.3106689453125;542.2468872070314;317.71429443359375
1740;1740;DU;42.22351074218756;-508.67852783203125;510.4279278573599;300;525.7682817439046;1.7525609391463486;0.15705128717753622;509.2926635742188;845.3021240234375;551.5161743164064;336.62359619140625
1741;1741;DU;72.89874267578114;-586.5417785644531;591.0545530534907;256;606.1649534260548;2.3678318493205266;0.15497738122940063;512.2885131835939;854.2951049804688;585.187255859375;267.75332641601557
1742;1742;DU;50.929260253906364;-573.5519104003906;575.8086344211484;282;588.8675868269418;2.0881829320104317;0.16176471070331686;510.291259765625;846.3013305664062;561.2205200195314;272.74942016601557
1743;1743;DU;19.552673339843636;-507.1776123046875;507.5543689673241;273;512.8546445629131;1.8785884416223924;0.1606334890512859;512.2885131835939;845.3021240234375;531.8411865234375;338.12451171875
1744;1744;DU;22.96810913085949;-490.61669921875;491.15402837536465;251;499.093784149354;1.988421450794239;0.15024038963019848;508.2940368652344;824.3184814453125;531.2621459960939;333.7017822265625
1745;1745;DU;53.92514038085949;-485.6206359863281;488.60548795614363;253;499.22371093561924;1.9732162487573883;0.15497738122940063;497.3092956542969;806.3325805664062;551.2344360351564;320.7119445800781
1746;1746;DU;59.502685546875;-540.84033203125;544.1036981485818;261;561.1368772205578;2.149949721151563;0.14479638592285268;505.2982177734375;828.3153686523438;565.2149658203125;286.7384948730469
1747;1747;DU;45.55496215820324;-488.8141174316406;490.9322722919212;235;499.6655911946933;2.126236558275291;0.1586538515985012;496.6919250488281;799.5338745117188;542.2468872070314;310.7197570800781
1748;1748;DU;30.76724243164074;-511.9127197265625;512.8364805907371;166;522.5898264506843;3.1481314846426764;0.1555944112214175;507.2954406738281;821.3208618164062;538.0626831054689;309.40814208984375
1749;1749;DU;-3.9944458007813637;-496.6120300292969;496.62809421847516;225;502.7443268190166;2.2344192303067403;0.16025641560554504;514.2857055664064;831.3130493164062;510.291259765625;334.7010192871094
1750;1750;DU;10.9847412109375;-518.5948486328125;518.7111735522583;274;542.2403372081726;1.9789793328765424;0.15811966359615326;514.2857055664064;832.312255859375;525.2704467773439;313.7174072265625
1751;1751;DU;16.9764404296875;-512.5995178222656;512.8805564663979;189;522.2799364988801;2.7633859074014824;0.16124260884064895;505.2982177734375;828.3153686523438;522.274658203125;315.7158508300781
1752;1752;DU;0.0;-499.60968017578125;499.60968017578125;219;508.93526771022294;2.3239053320101504;0.14697802758642606;515.2843627929689;831.3130493164062;515.2843627929689;331.703369140625
1753;1753;DU;48.482666015625114;-501.8038024902344;504.14048151050196;184;514.2698104877095;2.7949446222158123;0.16025641560554504;501.05609130859375;800.9286499023438;549.5387573242189;299.1248474121094
1754;1754;DU;-7.902648925781136;-532.5450134277344;532.6036454877021;200;546.3968679698621;2.7319843398493107;0.15236686972471383;522.274658203125;851.2974243164062;514.3720092773439;318.7524108886719
1755;1755;DU;3.9944458007811363;-511.600341796875;511.615935369428;261;526.748428524783;2.018193212738632;0.1527149374870693;514.2857055664064;835.3099365234375;518.2801513671875;323.7095947265625
