MotionNumber;TouchNumber;XCoordinate;YCoordinate;Size;Time;Type
0;0;289.5977783203125;950.2201538085938;0.11538462340831757;134042489;DU
0;0;289.5977783203125;950.2201538085938;0.13461539149284363;134042497;DU
0;0;289.5977783203125;950.2201538085938;0.1538461595773697;134042523;DU
0;0;289.5977783203125;950.2201538085938;0.17307692766189575;134042544;DU
0;0;289.5977783203125;950.2201538085938;0.13461539149284363;134042684;DU
0;0;285.5509033203125;908.882568359375;0.17307692766189575;134042701;DU
0;0;288.79278564453125;878.564453125;0.1538461595773697;134042718;DU
0;0;296.3514404296875;829.2786254882813;0.19230769574642181;134042734;DU
0;0;308.32427978515625;753.420654296875;0.17307692766189575;134042751;DU
0;0;325.1009216308594;653.4603271484375;0.19230769574642181;134042768;DU
0;0;381.90191650390625;528.1520385742188;0.1538461595773697;134042784;DU
0;0;440.4180603027344;421.8318786621094;0.21153846383094788;134042801;DU
0;0;517.6719360351563;325.6543884277344;0.13461539149284363;134042818;DU
0;0;564.2163696289063;282.7416076660156;0.11538462340831757;134042827;DU
1;0;368.48822021484375;927.2380981445313;0.11538462340831757;134043668;DU
1;0;358.6153869628906;879.2553100585938;0.13461539149284363;134043684;DU
1;0;351.4934997558594;819.1393432617188;0.13461539149284363;134043701;DU
1;0;353.74627685546875;732.0682373046875;0.13461539149284363;134043718;DU
1;0;374.1863708496094;637.64013671875;0.1538461595773697;134043734;DU
1;0;418.0922546386719;546.4078979492188;0.11538462340831757;134043751;DU
1;0;470.1689758300781;476.67694091796875;0.13461539149284363;134043768;DU
1;0;494.3134765625;450.6104736328125;0.19230769574642181;134043775;DU
2;0;306.57421875;925.2396850585938;0.13461539149284363;134044163;DU
2;0;306.57421875;925.2396850585938;0.1538461595773697;134044184;DU
2;0;306.57421875;925.2396850585938;0.13461539149284363;134044216;DU
2;0;306.57421875;925.2396850585938;0.13461539149284363;134044234;DU
2;0;297.31158447265625;885.5185546875;0.1538461595773697;134044251;DU
2;0;299.5623779296875;839.9962158203125;0.17307692766189575;134044268;DU
2;0;310.63897705078125;767.7571411132813;0.17307692766189575;134044284;DU
2;0;328.6240539550781;673.6871948242188;0.19230769574642181;134044301;DU
2;0;365.4351501464844;575.6617431640625;0.19230769574642181;134044318;DU
2;0;403.67010498046875;501.42620849609375;0.21153846383094788;134044334;DU
2;0;435.479736328125;449.4844665527344;0.19230769574642181;134044351;DU
2;0;458.3634033203125;417.63623046875;0.1538461595773697;134044362;DU
