MotionNumber;TouchNumber;XCoordinate;YCoordinate;Size;Time;Type
0;0;117.83634185791016;892.2654418945313;0.09615384787321091;375733395;DU
0;0;122.52684020996094;843.5751342773438;0.11538462340831757;375733412;DU
0;0;122.82940673828125;799.9403686523438;0.13461539149284363;375733429;DU
0;0;120.07257080078125;751.7259521484375;0.17307692766189575;375733446;DU
0;0;115.49394226074219;706.402587890625;0.19230769574642181;375733462;DU
0;0;107.51408386230469;660.5614624023438;0.17307692766189575;375733479;DU
0;0;91.61687469482422;612.5267333984375;0.17307692766189575;375733496;DU
0;0;69.33299255371094;552.838623046875;0.19230769574642181;375733512;DU
0;0;34.72991943359375;486.293212890625;0.19230769574642181;375733529;DU
0;0;31.955617904663086;480.5870361328125;0.1538461595773697;375733531;DU
1;0;548.2385864257813;883.2724609375;0.17307692766189575;375733929;DU
1;0;559.3085327148438;816.8123168945313;0.11538462340831757;375733946;DU
1;0;564.1549072265625;748.1317749023438;0.13461539149284363;375733962;DU
1;0;575.79443359375;670.4729614257813;0.13461539149284363;375733979;DU
1;0;582.8237915039063;628.6717529296875;0.13461539149284363;375733996;DU
1;0;590.3257446289063;602.6956176757813;0.17307692766189575;375734012;DU
1;0;598.1993408203125;578.420166015625;0.17307692766189575;375734029;DU
1;0;619.05859375;544.0645141601563;0.17307692766189575;375734046;DU
1;0;620.1387329101563;542.5386352539063;0.19230769574642181;375734046;DU
2;0;93.86962890625;859.2911987304688;0.17307692766189575;375734329;DU
2;0;97.86408233642578;807.55712890625;0.17307692766189575;375734346;DU
2;0;96.65533447265625;765.4725952148438;0.19230769574642181;375734362;DU
2;0;92.52818298339844;720.5287475585938;0.17307692766189575;375734379;DU
2;0;85.67460632324219;676.87255859375;0.17307692766189575;375734396;DU
2;0;76.18496704101563;640.4798583984375;0.21153846383094788;375734412;DU
2;0;64.0069580078125;614.6740112304688;0.26923078298568726;375734429;DU
2;0;50.72034454345703;593.751953125;0.26923078298568726;375734446;DU
2;0;35.24005889892578;575.5648193359375;0.3076923191547394;375734462;DU
2;0;32.95423126220703;572.5151977539063;0.26923078298568726;375734465;DU
3;0;598.1692504882813;916.2467041015625;0.07692307978868484;375734812;DU
3;0;590.4923095703125;855.095947265625;0.11538462340831757;375734829;DU
3;0;582.1235961914063;776.2503051757813;0.1538461595773697;375734846;DU
3;0;581.9906616210938;702.460693359375;0.13461539149284363;375734863;DU
3;0;582.19140625;651.6366577148438;0.17307692766189575;375734879;DU
3;0;585.1107177734375;619.1649169921875;0.13461539149284363;375734896;DU
3;0;590.456787109375;580.8477783203125;0.1538461595773697;375734913;DU
3;0;606.0810546875;528.7808227539063;0.11538462340831757;375734929;DU
4;0;198.7239990234375;894.2638549804688;0.1538461595773697;375735158;DU
4;0;195.2828826904297;840.687744140625;0.13461539149284363;375735196;DU
4;0;187.86654663085938;807.4925537109375;0.17307692766189575;375735213;DU
4;0;178.8625030517578;767.695068359375;0.17307692766189575;375735229;DU
4;0;170.9805908203125;729.8389892578125;0.17307692766189575;375735246;DU
4;0;163.95155334472656;688.58984375;0.17307692766189575;375735263;DU
4;0;157.78086853027344;648.4558715820313;0.21153846383094788;375735279;DU
4;0;149.00833129882813;606.9570922851563;0.23076924681663513;375735296;DU
4;0;135.5179901123047;556.4581909179688;0.17307692766189575;375735313;DU
4;0;119.59799194335938;506.5355224609375;0.21153846383094788;375735329;DU
4;0;102.25946807861328;469.51544189453125;0.21153846383094788;375735346;DU
4;0;100.85991668701172;466.59796142578125;0.25;375735347;DU
5;0;518.74609375;856.7849731445313;0.11538462340831757;375735513;DU
5;0;517.86865234375;774.34423828125;0.1538461595773697;375735529;DU
5;0;519.2163696289063;681.2119750976563;0.17307692766189575;375735546;DU
5;0;523.563232421875;622.5803833007813;0.11538462340831757;375735563;DU
5;0;533.3853759765625;573.6876831054688;0.13461539149284363;375735579;DU
5;0;552.0595703125;517.7315063476563;0.17307692766189575;375735596;DU
5;0;556.2274780273438;507.56597900390625;0.1538461595773697;375735599;DU
6;0;163.78135681152344;799.9662475585938;0.17307692766189575;375735829;DU
6;0;163.1815643310547;762.3473510742188;0.19230769574642181;375735846;DU
6;0;159.2609405517578;726.4247436523438;0.17307692766189575;375735863;DU
6;0;147.5267333984375;685.2714233398438;0.21153846383094788;375735879;DU
6;0;132.00521850585938;639.6473388671875;0.17307692766189575;375735896;DU
6;0;112.62467956542969;588.3997192382813;0.19230769574642181;375735913;DU
6;0;85.0045166015625;524.6945190429688;0.17307692766189575;375735929;DU
6;0;60.73396301269531;464.36370849609375;0.17307692766189575;375735946;DU
6;0;48.93204116821289;432.62451171875;0.19230769574642181;375735955;DU
7;0;509.29266357421875;913.2490234375;0.07692307978868484;375736112;DU
7;0;511.93206787109375;823.3784790039063;0.07692307978868484;375736129;DU
