Номер действия;Номер касания;Координата X;Координата Y;Размер касания;Метка времени;Тип
0;0;461.3592224121094;790.3450317382813;0.07692307978868484;371858116;DU
0;0;461.3592224121094;790.3450317382813;0.11538462340831757;371858133;DU
0;0;461.3592224121094;790.3450317382813;0.1538461595773697;371858149;DU
0;0;448.3465270996094;738.685302734375;0.11538462340831757;371858183;DU
0;0;442.8524169921875;694.0950927734375;0.1538461595773697;371858199;DU
0;0;440.95001220703125;650.6405029296875;0.17307692766189575;371858216;DU
0;0;443.4378967285156;604.710205078125;0.21153846383094788;371858233;DU
0;0;458.13421630859375;560.137451171875;0.17307692766189575;371858249;DU
0;0;477.9306335449219;516.9706420898438;0.17307692766189575;371858266;DU
0;0;506.8681335449219;472.0379638671875;0.1538461595773697;371858283;DU
0;0;510.291259765625;466.59796142578125;0.21153846383094788;371858285;DU
1;0;438.3911437988281;790.3450317382813;0.11538462340831757;371858666;DU
1;0;438.3911437988281;790.3450317382813;0.13461539149284363;371858694;DU
1;0;438.3911437988281;790.3450317382813;0.1538461595773697;371858715;DU
1;0;435.9403076171875;744.9768676757813;0.17307692766189575;371858749;DU
1;0;433.7539978027344;726.2463989257813;0.13461539149284363;371858766;DU
1;0;431.98828125;696.5952758789063;0.21153846383094788;371858783;DU
1;0;430.4022216796875;660.4732055664063;0.17307692766189575;371858799;DU
1;0;430.4022216796875;629.8196411132813;0.1538461595773697;371858816;DU
1;0;432.7522888183594;602.4883422851563;0.17307692766189575;371858833;DU
1;0;434.9354553222656;577.9645385742188;0.17307692766189575;371858849;DU
1;0;438.09271240234375;554.270751953125;0.19230769574642181;371858866;DU
1;0;446.07025146484375;533.218017578125;0.21153846383094788;371858883;DU
1;0;459.83380126953125;509.26141357421875;0.19230769574642181;371858899;DU
1;0;478.83795166015625;479.27569580078125;0.19230769574642181;371858916;DU
1;0;505.6735534667969;443.14447021484375;0.13461539149284363;371858933;DU
1;0;510.291259765625;436.62139892578125;0.19230769574642181;371858935;DU
2;0;440.38836669921875;770.3606567382813;0.17307692766189575;371859282;DU
2;0;440.38836669921875;770.3606567382813;0.1538461595773697;371859299;DU
2;0;440.38836669921875;770.3606567382813;0.11538462340831757;371859316;DU
2;0;439.5948181152344;710.36279296875;0.11538462340831757;371859333;DU
2;0;439.3897399902344;662.7189331054688;0.1538461595773697;371859349;DU
2;0;440.36572265625;619.1359252929688;0.1538461595773697;371859366;DU
2;0;444.7846374511719;576.20166015625;0.19230769574642181;371859383;DU
2;0;458.8578186035156;538.1033325195313;0.19230769574642181;371859399;DU
2;0;479.5662841796875;498.30120849609375;0.19230769574642181;371859416;DU
2;0;506.1880798339844;457.94134521484375;0.1538461595773697;371859433;DU
2;0;532.2302856445313;420.0513000488281;0.19230769574642181;371859449;DU
2;0;544.244140625;403.64715576171875;0.05769231170415878;371859460;DU
3;0;448.37725830078125;795.3411254882813;0.1538461595773697;371859899;DU
